sample,GPSC,merge_history
6840_1#4,173,173
6840_1#14,173,173
6949_3#8,173,173
16043_2#87,173,173
6805_3#22,173,173
6805_7#19,173,173
6680_7#13,173,173
6259_5#23,173,173
6807_1#17,173,173
6983_5#19,173,173
6949_3#7,173,173
6736_4#22,173,173
6823_2#6,173,173
6753_4#18,173,173
16288_8#8,303,303
22335_7#95,303,303
22335_8#32,303,303
24497_7#45,303,303
29330_2#221,303,303
29594_2#143,303,303
14673_4#82,303,303
24371_8#191,303,303
24497_7#143,303,303
24497_7#135,303,303
29330_2#144,303,303
29594_2#152,303,303
29330_2#104,303,303
29330_2#343,303,303
29594_2#154,303,303
15277_1#43,303,303
17966_5#26,303,303
29594_2#148,303,303
18090_2#16,172,172
6840_3#3,172,172
6805_1#1,172,172
6731_2#1,172,172
6983_2#3,172,172
6664_1#20,172,172
14520_6#18,172,172
24775_1#316,172,172
6593_5#9,172,172
15940_2#8,172,172
6805_7#18,172,172
15608_4#67,172,172
6631_7#11,172,172
6925_3#13,172,172
6664_1#1,172,172
6983_7#55,172,172
6631_6#22,172,172
6631_4#20,172,172
15995_2#37,171,171
14723_4#50,171,171
15841_3#80,171,171
14673_6#31,171,171
14566_5#33,171,171
14723_6#33,171,171
14673_6#50,171,171
31958_2#94,171,171
14410_8#19,171,171
31958_2#77,171,171
14723_4#91,171,171
14673_6#9,171,171
14723_4#26,171,171
15873_1#67,171,171
14566_5#5,171,171
14257_1#57,171,171
32139_3#19,171,171
14673_6#55,171,171
32036_8#64,299,299
24775_1#283,299,299
31958_2#240,299,299
14257_1#88,299,299
25580_7#58,299,299
19183_3#46,299,299
32139_2#326,299,299
14913_6#50,299,299
24775_1#42,299,299
13091_6#30,299,299
21127_1#32,299,299
32139_3#253,299,299
18090_1#164,299,299
13091_6#7,299,299
7553_6#44,299,299
17059_8#88,299,299
31919_2#285,299,299
5192_8#6,299,299
17794_8#106,182,182
17428_8#53,182,182
22276_1#80,182,182
19341_1#75,182,182
17428_8#7,182,182
17428_8#14,182,182
32139_2#213,182,182
14410_5#83,182,182
19646_1#12,182,182
12837_2#62,182,182
19183_3#1,182,182
22276_1#58,182,182
22276_1#70,182,182
17428_8#59,182,182
14410_4#23,182,182
17428_8#6,182,182
20402_4#91,182,182
14913_5#74,182,182
14936_4#32,160,160
14555_4#25,160,160
25580_7#55,160,160
14913_4#43,160,160
15995_1#153,160,160
17175_4#5,160,160
17059_8#43,160,160
14913_7#65,160,160
15873_1#7,160,160
12837_1#41,160,160
15995_1#51,160,160
12162_1#38,160,160
17175_6#62,160,160
14412_1#35,160,160
17150_4#84,160,160
32139_3#336,160,160
14913_5#1,160,160
14913_4#61,160,160
17428_8#41,234,234
21485_1#134,234,234
15531_7#11,234,234
14723_6#73,234,234
15531_6#85,234,234
15608_4#74,234,234
21485_1#116,234,234
24820_2#283,234,234
28420_2#127,234,234
14936_4#16,234,234
24977_8#47,234,234
11860_4#21,234,234
12837_2#88,234,234
15608_4#46,234,234
31588_4#98,234,234
15531_7#16,234,234
24977_8#192,234,234
15608_4#55,234,234
10050_2#50,157,157
11860_8#20,157,157
15608_3#73,157,157
10071_4#19,157,157
10208_2#9,157,157
15682_6#49,157,157
11860_7#60,157,157
11860_8#62,157,157
11861_2#20,157,157
14412_3#17,157,157
6470_4#21,157,157
11861_1#41,157,157
11860_7#95,157,157
11861_3#94,157,157
21903_8#94,157,157
21903_8#278,157,157
9953_7#14,157,157
11860_4#85,157,157
6983_3#56,174,174
6630_3#21,174,174
6755_2#16,174,174
6631_3#4,174,174
7054_5#2,174,174
6730_4#8,174,174
6791_6#8,174,174
6259_8#8,174,174
6730_4#9,174,174
6791_6#9,174,174
7054_6#24,174,174
6983_2#23,174,174
6823_2#13,174,174
7092_6#3,174,174
7011_6#5,174,174
7092_6#4,174,174
6925_5#6,174,174
6680_5#21,166,166
6259_5#18,166,166
6736_5#20,166,166
6805_3#4,166,166
6899_5#13,166,166
6736_7#21,166,166
6949_3#2,166,166
6972_4#11,166,166
6680_4#6,166,166
6259_7#4,166,166
7038_8#33,166,166
6680_6#2,166,166
6753_3#21,166,166
6731_4#7,166,166
6972_3#1,166,166
7038_8#27,166,166
6925_5#14,166,166
22335_7#98,336,336
31588_4#91,336,336
20925_3#10,336,336
24371_8#135,336,336
16288_6#30,336,336
28522_3#93,336,336
31585_6#195,336,336
6972_8#16,336,336
22335_7#9,336,336
31585_6#377,336,336
28516_1#303,336,336
31588_4#18,336,336
20925_3#92,336,336
31588_4#23,336,336
29330_2#47,336,336
7068_2#29,336,336
31585_6#205,336,336
24371_8#270,307,307
20957_7#123,307,307
29102_1#79,307,307
28832_1#349,307,307
28832_1#138,307,307
17138_5#17,307,307
22335_7#119,307,307
16288_4#2,307,307
24371_8#18,307,307
31585_6#35,307,307
22335_7#112,307,307
31588_4#103,307,307
31588_4#315,307,307
24371_8#302,307,307
22335_7#104,307,307
16288_6#15,307,307
22335_7#122,307,307
16288_4#12,37,37
20925_3#50,37,37
17138_5#33,37,37
31588_4#129,37,37
16288_6#45,37,37
14723_1#58,37,37
14723_1#44,37,37
29102_1#199,37,37
28832_1#283,37,37
31588_4#281,37,37
20925_3#42,37,37
29102_1#8,37,37
16288_3#10,37,37
31585_6#277,37,37
20925_3#35,37,37
29102_1#178,37,37
16288_7#34,37,37
28832_1#133,259,259
29102_1#255,259,259
17138_3#41,259,259
15995_1#102,259,259
17059_8#35,259,259
22335_8#115,259,259
28042_2#165,259,259
28832_1#9,259,259
29102_1#112,259,259
19084_7#58,259,259
17059_7#70,259,259
29102_1#12,259,259
14723_1#23,259,259
16288_7#10,259,259
22335_8#119,259,259
16288_5#12,259,259
22335_8#109,259,259
12838_1#61,177,177
12291_2#76,177,177
16288_7#4,177,177
16288_8#9,177,177
19084_7#120,177,177
6710_6#9,177,177
19084_8#97,177,177
21053_8#152,177,177
12838_1#79,177,177
24775_1#12,177,177
12291_1#76,177,177
21127_1#65,177,177
12838_1#78,177,177
6731_3#13,177,177
18090_2#104,177,177
19084_7#178,177,177
16288_5#59,177,177
17870_8#55,190,190
9789_3#49,190,190
3850_3#1,190,190
4948_1#3,190,190
14936_5#8,190,190
12290_2#65,190,190
15378_3#17,190,190
17966_5#46,190,190
15378_3#81,190,190
15378_2#19,190,190
17870_8#106,190,190
3379_6#1,190,190
15378_4#17,190,190
6972_7#52,190,190
15378_3#12,190,190
14936_6#59,190,190
15378_3#9,190,190
15378_3#10,161,161
9716_7#34,161,161
12378_2#53,161,161
15531_4#32,161,161
17794_8#186,161,161
15531_2#26,161,161
15531_2#73,161,161
18456_1#67,161,161
17870_7#175,161,161
9789_4#60,161,161
17870_8#161,161,161
9789_5#73,161,161
12290_2#44,161,161
18456_1#57,161,161
15378_3#53,161,161
9789_3#82,161,161
18456_1#58,161,161
28042_2#216,320,320
23430_3#136,320,320
24820_2#62,320,320
23430_1#173,320,320
23430_1#90,320,320
23430_3#135,320,320
24820_2#37,320,320
24820_2#70,320,320
6823_3#20,320,320
6925_6#21,320,320
24820_2#33,320,320
23430_4#10,320,320
28042_2#87,320,320
6823_6#17,320,320
24820_2#44,320,320
7011_3#14,320,320
17428_8#183,285,285
21523_1#53,285,285
16399_5#79,285,285
9262_4#30,285,285
17794_8#29,285,285
19646_1#138,285,285
21485_1#81,285,285
21485_1#9,285,285
20402_4#80,285,285
21485_1#28,285,285
21523_1#70,285,285
9221_5#92,285,285
16399_6#42,285,285
16399_5#77,285,285
20402_4#82,285,285
21485_1#44,285,285
15841_2#56,258,258
17138_4#44,258,258
6512_6#4,258,258
17059_6#42,258,258
15995_1#93,258,258
15841_5#3,258,258
31919_2#169,258,258
17059_6#25,258,258
15841_5#93,258,258
17059_6#60,258,258
17150_5#16,258,258
15841_2#59,258,258
16453_2#74,258,258
6512_6#20,258,258
17138_3#8,258,258
15874_1#11,258,258
24977_8#264,215,215
24977_8#194,215,215
24977_8#242,215,215
6731_6#4,215,215
6593_4#12,215,215
6938_6#6,215,215
6753_3#20,215,215
6259_6#17,215,215
7004_6#47,215,215
6593_4#23,215,215
23430_4#68,215,215
6755_4#13,215,215
24977_8#147,215,215
6736_4#11,215,215
6731_3#23,215,215
15682_4#39,215,215
17794_8#159,228,228
15531_4#26,228,228
15531_2#75,228,228
15531_2#47,228,228
6972_7#78,228,228
15378_4#76,228,228
15841_6#48,228,228
18456_1#82,228,228
18456_1#83,228,228
15531_3#16,228,228
17175_8#60,228,228
3850_3#2,228,228
3379_6#2,228,228
6972_7#82,228,228
18456_1#44,228,228
15531_2#51,228,228
15378_2#89,192,192
32036_8#370,192,192
9716_7#67,192,192
13470_1#45,192,192
32820_2#26,192,192
13415_6#14,192,192
32820_2#82,192,192
9789_5#51,192,192
15995_1#49,192,192
14555_4#28,192,192
17870_8#181,192,192
12291_6#56,192,192
17150_4#76,192,192
17059_8#83,192,192
18090_5#36,192,192
9789_5#46,192,192
46972_1#304,1017,1017
46872_2#170,1017,1017
43941_1#55,1017,1017
46872_2#333,1017,1017
46972_1#94,1017,1017
46872_2#146,1017,1017
46872_2#261,1017,1017
46872_2#179,1017,1017
46872_2#180,1017,1017
46872_2#212,1017,1017
46872_2#22,1017,1017
46872_1#365,1017,1017
46872_1#59,1017,1017
46972_1#52,1017,1017
46872_2#123,1017,1017
6710_8#1,187,187
6631_2#13,187,187
6259_6#14,187,187
6641_6#18,187,187
9803_7#5,187,187
6641_6#23,187,187
9803_7#2,187,187
6899_6#2,187,187
6259_5#21,187,187
6805_5#8,187,187
6823_7#23,187,187
6673_8#22,187,187
6823_5#19,187,187
6714_8#8,187,187
6593_4#19,187,187
7011_4#18,186,186
7011_4#21,186,186
7038_4#1,186,186
6753_1#23,186,186
6807_1#23,186,186
6899_7#23,186,186
6938_6#15,186,186
7038_6#23,186,186
6730_7#5,186,186
6805_6#5,186,186
18090_2#103,186,186
6805_6#12,186,186
7004_5#22,186,186
24977_8#5,186,186
6753_3#14,186,186
15873_6#86,630,630
15940_2#6,630,630
15940_4#79,630,630
15873_6#32,630,630
15940_3#43,630,630
15940_4#43,630,630
15940_2#9,630,630
15940_3#71,630,630
15940_5#47,630,630
15940_7#57,630,630
15940_7#89,630,630
15940_7#59,630,630
15940_3#23,630,630
15940_3#42,630,630
15874_8#60,630,630
28177_3#181,661,661
28177_3#13,661,661
28420_2#137,661,661
28420_2#189,661,661
16934_1#81,661,661
28420_2#193,661,661
28516_1#313,661,661
28516_1#56,661,661
15191_6#16,661,661
28177_3#101,661,661
28516_1#315,661,661
28516_1#93,661,661
19787_6#33,661,661
28177_3#308,661,661
31664_1#189,661,661
31588_4#335,282,282
16288_6#2,282,282
15277_1#49,282,282
22335_7#13,282,282
21242_6#96,282,282
28042_2#270,282,282
16288_8#65,282,282
16288_4#53,282,282
14723_2#70,282,282
16288_8#6,282,282
29102_1#142,282,282
14723_2#68,282,282
31588_4#353,282,282
14723_2#72,282,282
16288_4#28,282,282
24775_1#252,334,334
24775_1#88,334,334
15682_1#68,334,334
24775_1#262,334,334
14673_4#87,334,334
14673_4#95,334,334
24775_1#340,334,334
24775_1#242,334,334
24775_1#241,334,334
24775_1#343,334,334
14673_5#5,334,334
24775_1#348,334,334
24775_1#318,334,334
15682_1#7,334,334
21127_1#111,334,334
9716_7#1,181,181
15531_2#81,181,181
15378_2#70,181,181
15378_2#80,181,181
15378_3#50,181,181
17870_7#166,181,181
17794_7#79,181,181
9789_5#66,181,181
15378_3#4,181,181
12378_2#49,181,181
9789_3#75,181,181
14412_1#94,181,181
14936_5#63,181,181
12378_2#50,181,181
15378_3#39,181,181
21127_1#24,229,229
15608_5#32,229,229
31537_1#325,229,229
11861_4#10,229,229
21127_1#63,229,229
21127_1#51,229,229
31588_4#169,229,229
15682_1#90,229,229
15682_2#63,229,229
15608_5#93,229,229
14723_3#30,229,229
15682_2#35,229,229
15608_5#47,229,229
21127_1#9,229,229
15682_2#16,229,229
28042_2#366,342,342
29330_2#275,342,342
22667_8#8,342,342
21999_8#147,342,342
28042_2#337,342,342
29330_2#235,342,342
22667_8#9,342,342
21999_8#146,342,342
21242_6#33,342,342
28042_2#201,342,342
10395_5#61,342,342
22667_8#2,342,342
28042_2#370,342,342
28042_2#354,342,342
14520_6#46,342,342
7068_6#63,210,210
7068_6#61,210,210
18456_1#25,210,210
6972_7#50,210,210
15378_3#36,210,210
15995_1#76,210,210
15378_3#83,210,210
17870_8#171,210,210
15995_1#7,210,210
15995_1#94,210,210
18456_1#75,210,210
15841_3#81,210,210
7068_6#62,210,210
15873_1#47,210,210
16288_8#14,309,309
29330_2#210,309,309
14723_1#56,309,309
22335_7#66,309,309
16288_7#56,309,309
15277_1#26,309,309
16288_8#2,309,309
16288_8#34,309,309
31588_4#171,309,309
31588_4#382,309,309
14673_4#74,309,309
31585_6#365,309,309
31588_4#31,309,309
29102_1#166,309,309
14673_1#56,363,363
15940_3#21,363,363
24820_2#48,363,363
15940_7#58,363,363
23204_4#107,363,363
15873_8#17,363,363
23164_8#166,363,363
23430_2#107,363,363
24820_2#82,363,363
23204_4#165,363,363
15608_4#61,363,363
15940_3#31,363,363
15940_6#73,363,363
23430_2#186,363,363
17870_7#72,201,201
14410_8#29,201,201
3379_8#9,201,201
17870_7#85,201,201
31958_2#307,201,201
15873_1#91,201,201
15873_1#93,201,201
17870_7#93,201,201
15731_8#46,201,201
6972_7#13,201,201
15531_3#80,201,201
15841_4#15,201,201
3850_6#9,201,201
17870_7#104,201,201
15841_3#34,179,179
17175_7#80,179,179
15841_2#50,179,179
17175_5#81,179,179
17175_6#3,179,179
14913_5#64,179,179
17059_7#64,179,179
12837_2#47,179,179
14913_2#56,179,179
17059_7#46,179,179
14913_7#55,179,179
17175_6#45,179,179
15873_1#22,179,179
17175_8#55,179,179
22841_3#9,198,198
32139_3#246,198,198
14913_3#33,198,198
19536_2#35,198,198
14723_1#8,198,198
24861_1#344,198,198
22841_3#10,198,198
12291_2#86,198,198
12291_1#86,198,198
21999_8#82,198,198
15682_1#16,198,198
14723_3#36,198,198
19536_2#2,198,198
13091_5#77,198,198
19341_3#145,211,211
28516_1#65,211,211
15378_3#55,211,211
17059_8#66,211,211
16399_5#2,211,211
16453_2#38,211,211
6753_4#1,211,211
17175_4#67,211,211
12290_2#36,211,211
17138_3#82,211,211
17059_6#93,211,211
17059_8#74,211,211
6736_5#11,211,211
15378_3#90,211,211
12274_5#50,632,632
12378_4#4,632,632
13091_3#61,632,632
14520_8#32,632,632
12274_4#90,632,632
11826_4#16,632,632
12299_2#24,632,632
15191_5#44,632,632
13091_3#7,632,632
13091_3#69,632,632
12378_4#2,632,632
13091_4#88,632,632
13091_4#87,632,632
11826_3#64,632,632
27897_1#100,1051,1051
27725_2#374,1051,1051
27802_1#56,1051,1051
27802_2#164,1051,1051
27786_8#206,1051,1051
27725_2#62,1051,1051
27786_8#305,1051,1051
27897_2#367,1051,1051
27897_2#384,1051,1051
27725_2#238,1051,1051
27725_2#304,1051,1051
27786_8#336,1051,1051
27907_1#242,1051,1051
7011_6#13,42,42
6680_6#6,42,42
6823_1#7,42,42
6731_1#12,42,42
6680_6#11,42,42
6823_3#5,42,42
6925_6#24,42,42
6775_1#4,42,42
6925_7#4,42,42
6755_5#3,42,42
6730_8#18,42,42
6899_7#7,42,42
6938_7#4,42,42
6730_7#23,222,222
6899_7#11,222,222
6630_3#10,222,222
6259_6#15,222,222
6630_1#21,222,222
6791_6#3,222,222
6714_8#9,222,222
29102_1#241,222,222
6730_4#3,222,222
6631_3#23,222,222
6680_4#10,222,222
6731_6#24,222,222
6631_5#4,222,222
21242_6#88,642,642
34154_7#315,642,642
34154_7#373,642,642
21242_6#10,642,642
21242_6#93,642,642
34154_7#278,642,642
22335_8#85,642,642
34154_7#129,642,642
21242_6#78,642,642
24861_1#293,642,642
34154_7#208,642,642
29330_2#189,642,642
21242_6#53,642,642
21127_2#139,231,231
21242_2#142,231,231
24775_1#153,231,231
21127_2#109,231,231
21999_7#181,231,231
21999_7#183,231,231
21127_2#172,231,231
21127_1#183,231,231
21127_2#159,231,231
24775_1#151,231,231
21127_2#161,231,231
21999_8#112,231,231
21999_8#43,231,231
9262_3#56,520,520
17794_8#37,520,520
9221_4#80,520,520
9262_3#88,520,520
21523_1#56,520,520
21485_1#12,520,520
17794_8#122,520,520
9262_3#55,520,520
21999_5#61,520,520
9262_4#89,520,520
20402_4#179,520,520
9262_4#87,520,520
9262_3#58,520,520
17059_6#43,102,102
14913_5#39,102,102
28177_3#216,102,102
34154_7#264,102,102
17059_6#51,102,102
17175_7#57,102,102
15995_2#166,102,102
15995_2#127,102,102
34154_7#335,102,102
28042_2#71,102,102
6593_2#19,102,102
22841_2#86,102,102
17059_6#27,102,102
16399_5#9,182,182
16399_6#17,182,182
17428_8#153,182,182
19341_1#116,182,182
16399_5#67,182,182
16399_5#25,182,182
15531_7#28,182,182
16399_7#18,182,182
14410_5#27,182,182
16399_5#24,182,182
21523_1#100,182,182
16399_5#10,182,182
17794_8#86,182,182
6472_7#19,18,18
15873_8#45,18,18
15873_8#43,18,18
15873_8#1,18,18
13414_2#55,18,18
15682_7#31,18,18
13353_7#14,18,18
7622_5#67,18,18
15940_5#43,18,18
7622_2#23,18,18
15940_1#67,18,18
15940_1#28,18,18
13710_2#61,18,18
16399_6#68,232,232
15531_6#88,232,232
15531_6#9,232,232
12290_2#49,232,232
14520_7#28,232,232
21485_1#71,232,232
21485_1#10,232,232
28420_3#79,232,232
15531_7#8,232,232
14520_5#71,232,232
19341_3#161,232,232
17794_8#47,232,232
21485_1#18,232,232
34154_7#334,312,312
11861_2#74,312,312
28042_2#181,312,312
29330_2#2,312,312
29330_2#194,312,312
24371_8#206,312,312
22276_3#31,312,312
22667_7#123,312,312
22841_2#80,312,312
29330_2#379,312,312
15682_6#70,312,312
11861_1#5,312,312
29330_2#206,312,312
21946_6#147,197,197
34746_4#288,197,197
21903_8#314,197,197
22695_3#150,197,197
21946_6#345,197,197
11860_8#38,197,197
21946_6#241,197,197
21946_6#143,197,197
21903_8#30,197,197
21946_6#86,197,197
11861_4#80,197,197
21946_6#103,197,197
21946_6#32,197,197
46972_1#247,1031,1031
46872_1#168,1031,1031
46972_1#221,1031,1031
46872_1#21,1031,1031
46872_2#160,1031,1031
46972_1#253,1031,1031
47167_1#86,1031,1031
46972_1#251,1031,1031
46872_2#94,1031,1031
46872_2#354,1031,1031
46972_1#249,1031,1031
46872_2#118,1031,1031
6736_7#4,263,263
6925_7#22,263,263
6949_2#2,263,263
7011_6#19,263,263
9803_8#40,263,263
9803_8#30,263,263
6259_5#15,263,263
9803_8#53,263,263
6983_7#56,263,263
6736_6#18,263,263
6871_1#5,263,263
6731_5#14,263,263
24371_8#159,565,565
24371_8#78,565,565
31585_6#172,565,565
24371_8#122,565,565
31664_1#70,565,565
31588_4#183,565,565
21242_6#54,565,565
24371_8#75,565,565
20957_7#132,565,565
19341_3#154,565,565
28516_1#365,565,565
24371_8#14,565,565
22114_6#83,213,213
22841_1#34,213,213
18090_1#140,213,213
22027_1#56,213,213
22027_1#54,213,213
22841_3#27,213,213
22841_1#157,213,213
21999_8#67,213,213
22841_2#54,213,213
6259_1#20,213,213
22114_6#43,213,213
22841_3#71,213,213
29330_2#59,687,687
29594_2#122,687,687
29594_2#112,687,687
29330_2#134,687,687
28832_1#261,687,687
29330_2#126,687,687
29330_2#118,687,687
29330_2#54,687,687
29330_2#122,687,687
29330_2#130,687,687
28042_2#316,687,687
17428_8#176,687,687
31588_4#294,495,495
9803_8#70,495,495
31588_4#289,495,495
23430_3#36,495,495
24861_1#272,495,495
20925_3#17,495,495
24861_1#286,495,495
24775_1#222,495,495
16288_7#79,495,495
31588_4#334,495,495
31588_4#375,495,495
28042_2#371,495,495
16399_7#6,219,219
17794_7#1,219,219
17794_8#13,219,219
16453_2#52,219,219
14520_4#49,219,219
16453_2#12,219,219
16453_2#9,219,219
16399_7#52,219,219
24497_7#49,219,219
14520_5#8,219,219
15873_3#62,219,219
15873_3#38,219,219
32036_8#104,200,200
13415_5#52,200,200
17150_4#89,200,200
17138_4#41,200,200
22027_1#67,200,200
14555_4#80,200,200
22027_1#22,200,200
13414_8#16,200,200
13415_5#44,200,200
14723_3#71,200,200
14913_4#34,200,200
17175_4#45,200,200
15873_7#74,633,633
15873_7#76,633,633
15940_4#49,633,633
10754X43_140620_D00294_0106_AC4FB4ANXX_5,633,633
19084_8#91,633,633
15874_8#75,633,633
15873_6#2,633,633
15940_2#65,633,633
15940_5#1,633,633
15873_7#46,633,633
15873_7#77,633,633
15873_7#82,633,633
28522_3#343,712,712
31588_4#28,712,712
28832_1#153,712,712
31585_6#115,712,712
31588_4#132,712,712
29102_1#271,712,712
24775_1#213,712,712
28522_3#214,712,712
31585_6#119,712,712
31588_4#349,712,712
28042_2#97,712,712
28832_1#308,382,382
29102_1#120,382,382
29102_1#144,382,382
29102_1#190,382,382
21127_2#145,382,382
29102_1#159,382,382
29102_1#244,382,382
29102_1#129,382,382
29102_1#111,382,382
29102_1#168,382,382
28832_1#113,382,382
21999_8#9,204,204
21127_2#10,204,204
21127_2#31,204,204
21999_8#1,204,204
21242_2#138,204,204
21999_7#139,204,204
21999_8#46,204,204
21127_2#1,204,204
21127_2#80,204,204
21127_2#57,204,204
21127_1#179,204,204
28832_1#157,485,485
24371_8#202,485,485
24497_7#122,485,485
29102_1#150,485,485
16288_5#29,485,485
29102_1#182,485,485
21242_6#19,485,485
24371_8#275,485,485
28832_1#313,485,485
22335_7#120,485,485
29102_1#276,485,485
29102_1#83,372,372
29102_1#229,372,372
16288_4#19,372,372
29102_1#148,372,372
28832_1#96,372,372
28832_1#101,372,372
29102_1#116,372,372
16288_6#68,372,372
28832_1#258,372,372
29102_1#234,372,372
28832_1#4,372,372
15873_7#43,634,634
15940_5#14,634,634
15873_7#42,634,634
15874_8#38,634,634
15873_7#36,634,634
6259_5#4,634,634
15874_8#27,634,634
15940_3#30,634,634
15873_6#34,634,634
15940_4#18,634,634
15940_7#82,634,634
15531_2#12,202,202
15531_2#34,202,202
17794_8#161,202,202
15378_3#31,202,202
17870_7#148,202,202
15378_3#38,202,202
9789_5#86,202,202
17870_7#75,202,202
9716_7#31,202,202
15378_2#93,202,202
15378_4#54,202,202
24936_1#25,540,540
7004_3#18,540,540
9789_5#11,540,540
18456_1#95,540,540
4948_3#7,540,540
4948_1#7,540,540
15277_1#30,540,540
7068_2#18,540,540
2956_2#9,540,540
3850_8#9,540,540
28420_2#144,540,540
9221_3#9,434,434
15873_4#44,434,434
14410_6#74,434,434
9221_3#4,434,434
9221_3#2,434,434
9221_3#10,434,434
9221_3#6,434,434
9221_3#8,434,434
9221_3#1,434,434
9221_3#3,434,434
9221_3#7,434,434
17175_5#68,199,199
15841_5#7,199,199
15841_5#92,199,199
17059_8#93,199,199
15731_8#85,199,199
12837_5#24,199,199
17175_6#5,199,199
17150_5#50,199,199
17175_5#52,199,199
13415_6#89,199,199
15995_1#123,199,199
19084_7#74,269,269
21999_8#114,269,269
24861_1#319,269,269
19084_7#161,269,269
15873_8#34,269,269
24861_1#229,269,269
24775_1#11,269,269
12291_3#27,269,269
24861_1#118,269,269
24775_1#25,269,269
19084_8#27,269,269
48032_1#162,1052,1052
48032_1#108,1052,1052
47947_2#136,1052,1052
48149_2#31,1052,1052
48032_2#304,1052,1052
48032_1#36,1052,1052
48032_2#234,1052,1052
48032_2#5,1052,1052
47997_2#222,1052,1052
48032_2#28,1052,1052
27725_2#356,1053,1053
27907_1#158,1053,1053
27897_1#47,1053,1053
27786_8#257,1053,1053
27725_1#370,1053,1053
27786_8#261,1053,1053
27725_2#339,1053,1053
27725_2#129,1053,1053
27725_2#13,1053,1053
27786_8#236,1053,1053
27907_1#326,1054,1054
27897_2#126,1054,1054
27725_1#282,1054,1054
27897_1#7,1054,1054
27897_2#152,1054,1054
27725_2#41,1054,1054
27725_2#262,1054,1054
27725_2#2,1054,1054
27897_1#212,1054,1054
27725_2#303,1054,1054
24775_1#282,635,635
24775_1#280,635,635
24936_1#42,635,635
24775_1#288,635,635
24775_1#260,635,635
24775_1#256,635,635
24775_1#298,635,635
24936_1#40,635,635
24775_1#299,635,635
24775_1#300,635,635
29330_2#43,810,810
29330_2#201,810,810
29330_2#100,810,810
29330_2#176,810,810
29330_2#94,810,810
29330_2#312,810,810
29330_2#11,810,810
29330_2#152,810,810
24497_7#120,810,810
29330_2#248,810,810
23430_3#101,319,319
6731_3#9,319,319
6899_4#23,319,319
23430_1#183,319,319
6938_7#6,319,319
6755_4#20,319,319
6972_4#12,319,319
24820_2#53,319,319
6925_5#3,319,319
24820_2#54,319,319
21127_2#153,18,18
21999_8#57,18,18
21127_2#51,18,18
24775_1#160,18,18
24775_1#139,18,18
21127_2#79,18,18
21127_2#110,18,18
24775_1#175,18,18
24775_1#127,18,18
21127_1#159,18,18
22335_8#62,283,283
16288_5#19,283,283
24861_1#268,283,283
6631_4#24,283,283
31585_6#14,283,283
6805_2#21,283,283
28042_2#206,283,283
24861_1#284,283,283
6730_5#8,283,283
6736_4#5,283,283
29330_2#121,126,126
29330_2#141,126,126
16288_7#77,126,126
29330_2#125,126,126
16288_5#68,126,126
16288_7#60,126,126
29330_2#145,126,126
16288_4#10,126,126
29594_2#186,126,126
29330_2#149,126,126
15940_6#55,636,636
15940_6#31,636,636
15873_7#26,636,636
15940_6#28,636,636
24371_8#86,636,636
15940_2#32,636,636
15873_7#85,636,636
15873_7#31,636,636
15940_2#67,636,636
15940_1#1,636,636
15731_8#36,246,246
15731_8#4,246,246
15731_8#44,246,246
15873_1#53,246,246
32139_2#263,246,246
32820_2#1,246,246
15841_1#39,246,246
31919_2#270,246,246
15731_8#59,246,246
17150_4#33,246,246
15378_4#1,227,227
17870_7#164,227,227
9789_3#60,227,227
17870_7#170,227,227
15378_4#70,227,227
9789_3#87,227,227
15378_3#48,227,227
17870_7#155,227,227
15531_2#32,227,227
17870_7#171,227,227
21242_6#46,5,5
21242_6#30,5,5
14723_4#86,5,5
21242_6#80,5,5
21242_6#74,5,5
29102_1#268,5,5
21242_6#50,5,5
29102_1#13,5,5
34154_7#173,5,5
29102_1#319,5,5
17175_5#7,207,207
17175_6#17,207,207
17175_7#48,207,207
17059_8#75,207,207
14566_6#64,207,207
17175_8#65,207,207
17059_7#16,207,207
15841_4#72,207,207
17150_4#43,207,207
15995_2#121,207,207
14723_1#25,361,361
29330_2#142,361,361
14723_1#20,361,361
14520_6#76,361,361
16288_3#2,361,361
24497_7#12,361,361
24371_8#55,361,361
24371_8#112,361,361
29330_2#150,361,361
24371_8#50,361,361
15731_8#19,301,301
31958_2#280,301,301
14410_8#68,301,301
15731_8#75,301,301
18090_1#107,301,301
32139_2#116,301,301
32139_3#153,301,301
15873_1#60,301,301
31958_2#173,301,301
14913_3#1,301,301
14257_1#93,272,272
17870_8#88,272,272
17870_8#151,272,272
14673_5#9,272,272
17870_8#155,272,272
32036_8#126,272,272
14673_5#21,272,272
17870_7#62,272,272
32139_2#297,272,272
32139_2#163,272,272
12291_2#35,175,175
12291_1#35,175,175
12291_2#6,175,175
24861_1#312,175,175
12291_3#57,175,175
24861_1#316,175,175
12291_1#6,175,175
19084_7#98,175,175
13154_2#90,175,175
24775_1#13,175,175
9789_5#30,216,216
17966_5#3,216,216
15378_3#15,216,216
15531_3#78,216,216
9789_5#84,216,216
9789_5#34,216,216
9716_7#4,216,216
9789_3#78,216,216
12290_3#28,216,216
17966_5#57,216,216
24775_1#246,595,595
11861_2#71,595,595
24775_1#327,595,595
24775_1#278,595,595
24775_1#355,595,595
24775_1#342,595,595
24936_1#22,595,595
24775_1#313,595,595
24936_1#23,595,595
24775_1#331,595,595
6472_8#16,315,315
17794_3#61,315,315
